"","population","fc","mean.p","mean.np","pval","p.adj","gene"
"ADCY6","PRNP_negative_cells",0.23193726853992,2.49633847365859,2.26440120511867,0.210527026433091,1,"ADCY6"
"ADCY7","PRNP_negative_cells",0.210267959706372,1.41297510753701,1.20270714783064,0.0881395184992676,1,"ADCY7"
"ADCY8","PRNP_negative_cells",0.346488624126308,2.09280069786525,1.74631207373895,0.760103175224866,1,"ADCY8"
"ADCY9","PRNP_negative_cells",0.156448317550307,0.611573731306666,0.455125413756359,0.00749707955679649,1,"ADCY9"
"ADCYAP1R1","PRNP_positive_cells",0.295598921416415,3.49030823869571,3.19470931727929,1.99164323779249e-09,2.60467102638502e-05,"ADCYAP1R1"
"ADD1","PRNP_negative_cells",0.094437178241555,5.12664721600965,5.0322100377681,3.21515134047941e-06,0.0420477492307897,"ADD1"
"ADD2","PRNP_negative_cells",0.440207237657824,4.1621380696468,3.72193083198897,0.781154621818958,1,"ADD2"
"ADD3","PRNP_negative_cells",0.0710972405208157,3.9839933874636,3.91289614694279,3.35330798642054e-09,4.38545618464079e-05,"ADD3"
"ADH4","PRNP_negative_cells",0.172905261113132,0.533112969883015,0.360207708769883,0.09199057598807,1,"ADH4"
"ADH5","PRNP_negative_cells",0.202138846365495,6.79737361744832,6.59523477108282,0.000123598118374553,1,"ADH5"
"ADHFE1","PRNP_negative_cells",0.325355935610153,2.74737099516046,2.42201505955031,0.000153967720650363,1,"ADHFE1"
"ADI1","PRNP_negative_cells",0.211069254141393,6.17465702047882,5.96358776633743,3.0293189939323e-06,0.0396174338026466,"ADI1"
"ADIPOQ","PRNP_negative_cells",0.0521672447849015,0.228205960556301,0.1760387157714,0.143487036851324,1,"ADIPOQ"
"ADIPOQ-AS1","PRNP_negative_cells",0.0283582970233222,0.0877907775681852,0.059432480544863,0.0361096255112353,1,"ADIPOQ-AS1"
"ADIPOR1","PRNP_positive_cells",0.0970507262300497,5.90091376488971,5.80386303865966,3.44339752809376e-16,4.50327528724103e-12,"ADIPOR1"
"ADIPOR2","PRNP_positive_cells",0.0348343952300727,1.94809437618688,1.91325998095681,1.14373412211622e-06,0.0149577548490359,"ADIPOR2"
"ADK","PRNP_negative_cells",0.126475467050983,4.34212777838953,4.21565231133854,7.32431166068181e-05,0.957873478983967,"ADK"
"ADM","PRNP_positive_cells",0.0420623385348238,7.64524052768126,7.60317818914644,2.17637869790353e-05,0.284626806111824,"ADM"
"ADM2","PRNP_negative_cells",0.0785749116898632,0.393600356575839,0.315025444885975,0.465654546968283,1,"ADM2"
"ADNP","PRNP_negative_cells",0.198615316546561,4.12627279803059,3.92765748148403,0.000251622012492569,1,"ADNP"
"ADNP2","PRNP_negative_cells",0.146626957429375,2.11800780133125,1.97138084390187,0.00256485168665681,1,"ADNP2"
