"","gene1","gene2","correlation","pvalue"
"100","PRNP","ABHD4",0.244435863871161,2.63261045391996e-16
"101","PRNP","ABHD5",0.109120284821306,0.000305100687921708
"102","PRNP","ABHD6",0.0612581780582733,0.0430776947423417
"103","PRNP","ABHD8",0.113639705307727,0.000168937777827659
"104","PRNP","ABI1",0.0848382729080164,0.00504608532794924
"105","PRNP","ABI2",0.100523043617414,0.000884426353777666
"106","PRNP","ABI3",-0.0280660516689521,0.354368268296865
"107","PRNP","ABI3BP",0.105840976917168,0.000462142798632605
"108","PRNP","ABL1",0.0729503509027581,0.0159516193741057
"109","PRNP","ABL2",-0.0337094687367829,0.265934710052298
"110","PRNP","ABLIM1",0.0679565752957401,0.0247907760736982
"111","PRNP","ABLIM2",0.0458679047709325,0.130002932484739
"112","PRNP","ABLIM3",0.0212963549156257,0.48224392080677
"113","PRNP","ABO",NA,NA
"114","PRNP","ABP1",-0.0336598843817441,0.26663895454253
"115","PRNP","ABR",0.0954321169341818,0.00160090528808719
"116","PRNP","ABRA",0.0328359551835206,0.278528884156052
"117","PRNP","ABT1",0.0521585973728788,0.0850675568202337
"118","PRNP","ABTB1",0.045561455316023,0.132590653165623
"119","PRNP","ABTB2",0.0419526746827155,0.166135003033502
"120","PRNP","ACAA1",0.19584858760979,6.80892053240057e-11
"121","PRNP","ACAA2",-0.062557354402144,0.0388339069990065
"122","PRNP","ACACA",0.0213489055809142,0.481163502690395
"123","PRNP","ACACB",-0.00712656550253495,0.814111199754453
"124","PRNP","ACAD10",0.0271981313556921,0.369453059339354
"125","PRNP","ACAD11",0.0428923910634663,0.156841224309889
"126","PRNP","ACAD8",0.0422980219613512,0.162672592772054
"127","PRNP","ACAD9",0.0946615437264336,0.00174720035476245
"128","PRNP","ACADL",-0.045706596761501,0.131360127026821
"129","PRNP","ACADM",0.101387409674791,0.000797498363895169
"130","PRNP","ACADS",0.034309505685942,0.257513729555853
"131","PRNP","ACADSB",0.0115223303604558,0.703824986131216
"132","PRNP","ACADVL",0.142790225248152,2.18753140231899e-06
"133","PRNP","ACAN",0.0217750996790017,0.472449951670126
"134","PRNP","ACAP1",-0.0461934642987105,0.127296908386724
"135","PRNP","ACAP2",0.0347439027296729,0.251533830720374
"136","PRNP","ACAP3",0.0636165260497049,0.0356416807652464
"137","PRNP","ACAT1",0.0610602979700801,0.0437572278187505
"138","PRNP","ACAT2",-0.00836427391696936,0.782576862753172
"139","PRNP","ACBD3",0.00366848389850394,0.90366522379708
"140","PRNP","ACBD4",0.0134246480609753,0.657815170287106
"141","PRNP","ACBD5",0.0621134606755209,0.040242163159374
"142","PRNP","ACBD6",0.0277754806908675,0.359374670648419
"143","PRNP","ACBD7",-0.0129049788526287,0.67026504418796
"144","PRNP","ACCN1",-0.0284617898305957,0.347621017425147
"145","PRNP","ACCN2",0.158239915972045,1.48949343487662e-07
"146","PRNP","ACCN3",-0.0227585946467753,0.452677636573807
"147","PRNP","ACCN4",0.188753312142154,3.29974725711859e-10
"148","PRNP","ACCN5",-0.0338666335144634,0.263710960479975
"149","PRNP","ACCS",-0.0355124885889706,0.241191916454815
"150","PRNP","ACCSL",-0.0340036266042941,0.261783100490802
"151","PRNP","ACD",0.0540288809089621,0.0744485571649053
"152","PRNP","ACE",0.0180976483412211,0.55041777923394
"153","PRNP","ACE2",-0.0453161355617641,0.134690745620073
"154","PRNP","ACER1",-0.0262779551382606,0.385874508857286
"155","PRNP","ACER2",0.0243416882093694,0.421853173447187
"156","PRNP","ACER3",0.173486658319354,8.04401386563183e-09
"157","PRNP","ACHE",0.208327499435774,3.66280427027966e-12
"158","PRNP","ACIN1",0.0834214793554545,0.00583194058493763
"159","PRNP","ACLY",0.180013352971993,2.12361468720517e-09
"160","PRNP","ACMSD",0.00922230716405528,0.760920104798902
"161","PRNP","ACN9",-0.0713667601173121,0.0183950318229659
"162","PRNP","ACO1",0.0909175672627409,0.00264867415211291
"163","PRNP","ACO2",0.152658733733925,4.0561300660759e-07
"164","PRNP","ACOT1",0.0295787221370226,0.329021184114619
"165","PRNP","ACOT11",0.0100374597363326,0.740517226760879
"166","PRNP","ACOT12",-0.0212894945755934,0.482385063451106
"167","PRNP","ACOT13",0.0178035817246787,0.556915021769259
"168","PRNP","ACOT2",0.0531977125027865,0.0790260546709532
"169","PRNP","ACOT4",-0.0441322298939714,0.145188425172272
"170","PRNP","ACOT6",-0.0124673247231447,0.68082085033762
"171","PRNP","ACOT7",0.0880608089499859,0.00360278196767602
"172","PRNP","ACOT8",0.0977905910365746,0.00122025459058008
"173","PRNP","ACOT9",-0.00218742541187826,0.942467769035437
"174","PRNP","ACOX1",0.0338120807251252,0.264481380560357
"175","PRNP","ACOX2",0.0561385427684791,0.0637951830183851
"176","PRNP","ACOX3",0.0622613266244881,0.0397683282786173
"177","PRNP","ACOXL",0.0674164174558192,0.0259629965943304
"178","PRNP","ACP1",-0.0772151794791709,0.0107313949584853
"179","PRNP","ACP2",0.115514735851042,0.000131347338516696
"180","PRNP","ACP5",-0.0311787555741061,0.30352060414432
"181","PRNP","ACP6",0.0171040501274921,0.5725191071564
"182","PRNP","ACPL2",0.0893297919487572,0.0031458778872388
"183","PRNP","ACPP",-0.0367535706414507,0.225130104459875
"184","PRNP","ACPT",0.0743052938656193,0.0140921381293623
"185","PRNP","ACR",0.00306786573284724,0.919378544403272
"186","PRNP","ACRBP",-0.0415945489402074,0.16978368474953
"187","PRNP","ACRC",-0.00991902977627764,0.743470564755889
"188","PRNP","ACRV1",0.00046550896448826,0.987746354827784
"189","PRNP","ACSBG1",0.026749738984491,0.377400161077403
"190","PRNP","ACSBG2",0.0235347741332288,0.437408474467114
"191","PRNP","ACSF2",-0.0174866057117874,0.563959962546376
"192","PRNP","ACSF3",0.067281762971935,0.0262625618673791
"193","PRNP","ACSL1",0.0598876143085114,0.0479724024999022
"194","PRNP","ACSL3",0.0449545312070169,0.137833006640012
"195","PRNP","ACSL4",0.0428521184051384,0.157231272726601
"196","PRNP","ACSL5",0.0115276718771022,0.703694168956949
"197","PRNP","ACSL6",0.103741258445389,0.000599281433095796
"198","PRNP","ACSM1",-0.0369022956588227,0.223257775041325
"199","PRNP","ACSM2A",-0.0262779551382606,0.385874508857286
"200","PRNP","ACSM2B",-0.0389347399036302,0.198778744906976
"201","PRNP","ACSM3",0.00950883655349063,0.753728642768545
"202","PRNP","ACSM4",0.0542344175116061,0.0733506137140104
"203","PRNP","ACSM5",-0.024116530972029,0.426160744954127
"204","PRNP","ACSS1",0.0173260454136403,0.567544772517293
"205","PRNP","ACSS2",-0.00134920758741609,0.964494971198148
"206","PRNP","ACSS3",0.0514053991775286,0.0896756969374628
"207","PRNP","ACTA1",-0.0251095655774625,0.407355640647463
"208","PRNP","ACTA2",0.0379712687222084,0.210127038891841
"209","PRNP","ACTB",0.202489611523577,1.4716118210979e-11
"210","PRNP","ACTBL2",-0.029403411830134,0.331897150426663
"211","PRNP","ACTC1",0.103633834658451,0.000607225375002585
"212","PRNP","ACTG1",0.124523938631146,3.71687330277273e-05
"213","PRNP","ACTG2",-0.0272497711162332,0.368544538616304
"214","PRNP","ACTL10",-0.00300185040804326,0.921107663730524
"215","PRNP","ACTL6A",0.00955999121485094,0.752446957619711
"216","PRNP","ACTL6B",0.0356136932060611,0.239852735434591
"217","PRNP","ACTL7A",0.0501316917950664,0.0979231255733072
"218","PRNP","ACTL7B",0.0381375832743064,0.208135358304737
"219","PRNP","ACTL8",NA,NA
"220","PRNP","ACTL9",NA,NA
"221","PRNP","ACTN1",0.181950065470799,1.4166830551843e-09
"222","PRNP","ACTN2",0.0458059072576015,0.130523268321313
"223","PRNP","ACTN3",-0.00555924749480137,0.85447281998005
"224","PRNP","ACTN4",0.116251269524405,0.000118859636339881
"225","PRNP","ACTR10",0.089107271088641,0.00322197298603697
"226","PRNP","ACTR1A",0.0632289256426282,0.0367829298297451
"227","PRNP","ACTR1B",0.032303522287453,0.286401150298031
"228","PRNP","ACTR2",-0.00791801060200875,0.793908615535128
"229","PRNP","ACTR3",0.100614983118048,0.000874779750282067
"230","PRNP","ACTR3B",0.0274886788630578,0.364359425121767
"231","PRNP","ACTR3BP2",NA,NA
"232","PRNP","ACTR3BP5",-0.0270648275106613,0.37180475179105
"233","PRNP","ACTR3C",-0.0654111520213603,0.0307427639982854
"234","PRNP","ACTR5",0.0453727723049798,0.13420363395734
"235","PRNP","ACTR6",0.0214007618936248,0.480098651521303
"236","PRNP","ACTR8",0.0349864103778919,0.248237874499906
"237","PRNP","ACTRT1",-0.0253324133236532,0.403204471496893
"238","PRNP","ACTRT2",NA,NA
"239","PRNP","ACVR1",0.04223324362882,0.163317876565278
"240","PRNP","ACVR1B",0.0226591794045946,0.454654842836064
"241","PRNP","ACVR1C",-0.0100454896861055,0.74031711812814
"242","PRNP","ACVR2A",0.0554491669923532,0.0671287401460572
"243","PRNP","ACVR2B",0.0247530423899627,0.414049566215658
"244","PRNP","ACVRL1",0.0604274726468125,0.0459913644242752
"245","PRNP","ACY1",0.0172449674121661,0.569359121818374
"246","PRNP","ACY3",0.00718145650842615,0.812705881535535
"247","PRNP","ACYP1",0.0144634337136192,0.633213506582806
"248","PRNP","ACYP2",0.114729827700367,0.000146008442002172
"249","PRNP","ADA",0.0083293291157137,0.783462572968499
"250","PRNP","ADAD1",-0.035912159871968,0.235933812355747
"251","PRNP","ADAD2",NA,NA
"252","PRNP","ADAL",-0.0213379372723972,0.481388897464831
"253","PRNP","ADAM1",-0.0171718099813858,0.570998595312743
"254","PRNP","ADAM10",0.0817725544528685,0.00688405493761615
"255","PRNP","ADAM11",0.0228145931611255,0.451566056730998
"256","PRNP","ADAM12",0.0494003524276784,0.102925523663424
"257","PRNP","ADAM15",0.0793448383075457,0.00874377006326759
"258","PRNP","ADAM17",0.0457373091609467,0.13110088066975
"259","PRNP","ADAM18",-0.0211523726627771,0.485210867444679
"260","PRNP","ADAM19",-0.0643114411780388,0.0336710286891051
"261","PRNP","ADAM2",-0.0503108506957279,0.0967277353125348
"262","PRNP","ADAM20",-0.0273280552024845,0.367169902991426
"263","PRNP","ADAM21",0.0296982992369748,0.327068802425263
"264","PRNP","ADAM21P1",0.0449006670725416,0.138305864152905
"265","PRNP","ADAM22",0.0528398963994642,0.0810658228376905
"266","PRNP","ADAM23",0.0108822751169902,0.7195627137834
"267","PRNP","ADAM28",0.0286737395030757,0.344041101916759
"268","PRNP","ADAM29",NA,NA
"269","PRNP","ADAM30",NA,NA
"270","PRNP","ADAM32",0.0141862119402905,0.639740905424777
"271","PRNP","ADAM33",0.00988551537340663,0.744307014442579
"272","PRNP","ADAM3A",-0.0263814987497182,0.384004749688336
"273","PRNP","ADAM5P",-0.013283668533259,0.661183484538834
"274","PRNP","ADAM6",-0.000741267060235484,0.98048871952791
"275","PRNP","ADAM7",-0.0606880645507244,0.0450600088906974
"276","PRNP","ADAM8",-0.0104106390924281,0.73123622721188
"277","PRNP","ADAM9",0.231322277982023,1.01744607715208e-14
"278","PRNP","ADAMDEC1",-0.0262779551382606,0.385874508857286
"279","PRNP","ADAMTS1",0.0154092642361576,0.611159403861467
"280","PRNP","ADAMTS10",0.0799433928314811,0.00824775846131767
"281","PRNP","ADAMTS12",-0.0398921936391798,0.18795116668151
"282","PRNP","ADAMTS13",0.0293955489092993,0.332026520696171
"283","PRNP","ADAMTS14",0.0108278468199166,0.720906605639923
"284","PRNP","ADAMTS15",-0.0551204353632263,0.068768061399483
"285","PRNP","ADAMTS16",-0.0310304346431789,0.305827773227163
"286","PRNP","ADAMTS17",-0.0369534713311012,0.22261609404545
"287","PRNP","ADAMTS18",0.0689173582811577,0.0228186229715258
"288","PRNP","ADAMTS19",-0.0275390325830592,0.363481143629941
"289","PRNP","ADAMTS2",-0.0138833019195696,0.646905115166843
"290","PRNP","ADAMTS20",-0.024312821290931,0.42240400884475
"291","PRNP","ADAMTS3",0.0213807878079958,0.480508660361506
"292","PRNP","ADAMTS4",0.157644958750851,1.66016353486776e-07
"293","PRNP","ADAMTS5",0.000745431316844376,0.980379131942829
"294","PRNP","ADAMTS6",-0.0381547328244447,0.207930765883072
"295","PRNP","ADAMTS7",0.0517005434401065,0.0878466126465947
"296","PRNP","ADAMTS8",0.0525750525995204,0.0826029136081002
"297","PRNP","ADAMTS9",0.120551013237055,6.55636453119329e-05
"298","PRNP","ADAMTS9-AS2",0.0316041673566938,0.296967442581084
"299","PRNP","ADAMTSL1",-0.00139976236915899,0.963165525622088
"300","PRNP","ADAMTSL2",-0.03260880517277,0.281869234537239
"301","PRNP","ADAMTSL3",-0.0205617879098829,0.497483264005923
"302","PRNP","ADAMTSL4",0.00536367114577644,0.859538401850399
"303","PRNP","ADAMTSL5",-0.00720715959804445,0.812048038353784
"304","PRNP","ADAP1",0.0156429216789568,0.605763964725621
"305","PRNP","ADAP2",-0.0454893321157648,0.133205428337443
"306","PRNP","ADAR",0.178415203656286,2.95600589437818e-09
"307","PRNP","ADARB1",0.0461798162521,0.127409463991017
"308","PRNP","ADARB2",0.119431548530833,7.66954296859393e-05
"309","PRNP","ADARB2-AS1",NA,NA
"310","PRNP","ADAT1",0.0710156878995144,0.0189790537483083
"311","PRNP","ADAT2",-0.0186183131584783,0.539006168889327
"312","PRNP","ADAT3",-0.00112387538554601,0.970421708150702
"313","PRNP","ADC",-0.00623242026155904,0.837084116597871
"314","PRNP","ADCK1",0.0716823570013122,0.0178834948389953
"315","PRNP","ADCK2",0.136974054224314,5.61149118907394e-06
"316","PRNP","ADCK3",0.203400919057212,1.18766822695924e-11
"317","PRNP","ADCK4",0.150992762667441,5.43256306013142e-07
"318","PRNP","ADCK5",0.0291063030396382,0.336808150552939
"319","PRNP","ADCY1",0.0516029927639188,0.088447805232943
"320","PRNP","ADCY10",-0.0361159473584897,0.23328416580993
"321","PRNP","ADCY2",0.0444662239293003,0.142165465913684
"322","PRNP","ADCY3",0.0859358951049864,0.0045044346628948
"323","PRNP","ADCY4",-0.0305090437133636,0.314030075258491
"324","PRNP","ADCY5",0.0269379575289391,0.374051529625571
"325","PRNP","ADCY6",0.0538349117361184,0.0754969724748783
"326","PRNP","ADCY7",0.0120652349211812,0.690574276667104
"327","PRNP","ADCY8",0.0676531059478944,0.0254435841141685
"328","PRNP","ADCY9",0.0732151574649403,0.0155721249831076
"329","PRNP","ADCYAP1",-0.0134907984289162,0.656237073928906
"330","PRNP","ADCYAP1R1",0.152216817678511,4.38434272736768e-07
"331","PRNP","ADD1",0.122256588684313,5.14945985040442e-05
"332","PRNP","ADD2",0.0847772015026863,0.00507788203452049
"333","PRNP","ADD3",0.0195224004186874,0.519476405905895
"334","PRNP","ADGB",-0.0275928857443469,0.362543289141607
"335","PRNP","ADH1A",-0.0375924330740542,0.2147150845561
"336","PRNP","ADH1B",NA,NA
"337","PRNP","ADH1C",-0.0187447513469493,0.536252951861656
"338","PRNP","ADH4",0.0303568317458074,0.316451611682142
"339","PRNP","ADH5",0.142719040034591,2.21340423358867e-06
"340","PRNP","ADH6",-0.0335524117323033,0.268169779335363
"341","PRNP","ADH7",-0.0252199716395969,0.405295843790306
"342","PRNP","ADHFE1",-0.000336933739415712,0.991130689255985
"343","PRNP","ADI1",0.0904994826958486,0.00277211933782247
"344","PRNP","ADIG",-0.0358613294836071,0.236598009419798
"345","PRNP","ADIPOQ",0.0421899948224374,0.163749767439334
"346","PRNP","ADIPOR1",0.114039033499857,0.000160171654764828
"347","PRNP","ADIPOR2",-0.0219250661180699,0.469404651905722
"348","PRNP","ADK",0.0250661951557746,0.408166485514561
"349","PRNP","ADM",0.0481036584929315,0.112291840773164
"350","PRNP","ADM2",0.0282406120004729,0.351381932372611
"351","PRNP","ADNP",0.0824833655749525,0.00641123603482314
"352","PRNP","ADNP2",0.00489911731108784,0.871593505582594
"353","PRNP","ADO",0.0519650897404925,0.0862328001030817
"354","PRNP","ADORA1",0.223371648905097,8.38856542756605e-14
"355","PRNP","ADORA2A",0.0402760895428628,0.183734085807586
"356","PRNP","ADORA2B",0.0381574290725177,0.207898613165912
"357","PRNP","ADORA3",0.0380043262451993,0.209730069437512
"358","PRNP","ADPGK",0.0651471226603579,0.0314251239940489
"359","PRNP","ADPRH",0.0739154243010039,0.014606545774467
"360","PRNP","ADPRHL1",0.0653039806549735,0.0310181914120237
"361","PRNP","ADPRHL2",0.00486819026207933,0.872397148551243
"362","PRNP","ADRA1A",0.047247002622961,0.11883924898373
"363","PRNP","ADRA1B",0.0307031301591553,0.310960060706184
"364","PRNP","ADRA1D",-0.00518579928169033,0.864150447400441
"365","PRNP","ADRA2A",-0.01393852210488,0.64559662351314
"366","PRNP","ADRA2B",-0.0262779551382606,0.385874508857286
"367","PRNP","ADRA2C",0.0267219979154609,0.377895263297811
"368","PRNP","ADRB1",-0.0178777899351494,0.555271916669061
"369","PRNP","ADRB2",0.0300312178758196,0.321672773412996
"370","PRNP","ADRB3",NA,NA
"371","PRNP","ADRBK1",-0.0177153837112355,0.558870958160146
"372","PRNP","ADRBK2",0.0347575959595411,0.251346915894213
"373","PRNP","ADRM1",0.117959628677357,9.40633270965688e-05
"374","PRNP","ADSL",0.0437804591954354,0.148425183067962
"375","PRNP","ADSS",0.0229664912181523,0.448558631112606
"376","PRNP","ADSSL1",0.00921902915397438,0.761002498786577
"377","PRNP","ADTRP",-0.0271571498315076,0.370175053756078
"378","PRNP","AEBP1",0.0809239158198189,0.00748936506359817
"379","PRNP","AEBP2",0.0721657108405038,0.0171241728747565
"380","PRNP","AEN",0.149506186030653,7.03206669356459e-07
"381","PRNP","AES",0.19690397032062,5.3566524219332e-11
"382","PRNP","AFAP1",0.03947267718273,0.192640629947706
"383","PRNP","AFAP1-AS1",0.00102422422126817,0.973043294653189
"384","PRNP","AFAP1L1",0.0639999121750588,0.0345426532406977
"385","PRNP","AFAP1L2",0.064443803929439,0.0333064176795941
"386","PRNP","AFF1",0.0854231486936219,0.00475055306541897
"387","PRNP","AFF2",-0.0534027358905612,0.0778762117890619
"388","PRNP","AFF3",0.0269670660115909,0.373535298906641
"389","PRNP","AFF4",0.0613297786863986,0.0428340179775859
"390","PRNP","AFG3L1P",0.049628387422419,0.101344434214249
"391","PRNP","AFG3L2",0.0694437908267217,0.0217968917677005
"392","PRNP","AFM",-0.00802693506543492,0.791138637547284
"393","PRNP","AFMID",0.0112486272730934,0.710539788133639
"394","PRNP","AFP",0.00853421453895671,0.778273582652245
"395","PRNP","AFTPH",0.0422708294312868,0.162943234540571
"396","PRNP","AGA",-0.00075530298590013,0.980119348191086
"397","PRNP","AGAP1",0.0493587631666493,0.103215985514958
"398","PRNP","AGAP11",0.0255459119569815,0.39925128977839
"399","PRNP","AGAP2",0.232861757527457,6.70064162810602e-15
"400","PRNP","AGAP3",0.0634393041625806,0.0361596940044906
"401","PRNP","AGAP4",0.0166943248087634,0.581753887404059
"402","PRNP","AGAP5",0.0391715843715424,0.196058871842631
"403","PRNP","AGAP6",0.0487223523348432,0.107742383438742
"404","PRNP","AGAP7",-0.0200777894029016,0.507662532983868
"405","PRNP","AGAP8",0.0530477864834026,0.0798755913016505
"406","PRNP","AGAP9",-0.0246494446016764,0.416006793197705
"407","PRNP","AGBL1",-0.0304902969208476,0.314327658523718
"408","PRNP","AGBL2",-0.025723645909259,0.395978166327251
"409","PRNP","AGBL3",-0.0634951684003634,0.035995717455222
"410","PRNP","AGBL4",0.0119375402847394,0.69368260404251
"411","PRNP","AGBL5",0.0403372160175104,0.183069124115025
"412","PRNP","AGER",0.0590995700903891,0.0509923580830307
"413","PRNP","AGFG1",0.0864791939619876,0.00425629113816018
"414","PRNP","AGFG2",0.128794299614232,1.98102004006207e-05
"415","PRNP","AGGF1",0.0864601948511059,0.00426475543164513
"416","PRNP","AGK",0.0621718546508381,0.0400544720623722
"417","PRNP","AGL",-0.0113490391308443,0.708073728318984
"418","PRNP","AGMAT",-0.0205995096936137,0.496694498528733
"419","PRNP","AGMO",0.0223443616157781,0.460948003854653
"420","PRNP","AGPAT1",0.1428011766353,2.18357686655541e-06
"421","PRNP","AGPAT2",0.0707140575294964,0.0194936932025742
"422","PRNP","AGPAT3",0.0830251217360763,0.00607068866103896
"423","PRNP","AGPAT4",0.0676188767323633,0.0255181402291029
"424","PRNP","AGPAT4-IT1",-0.0635815851900016,0.0357433083714556
"425","PRNP","AGPAT5",0.195180005584793,7.92097579632948e-11
"426","PRNP","AGPAT6",0.140557609335216,3.15456088593187e-06
"427","PRNP","AGPAT9",-0.00403512702259848,0.894091227675172
"428","PRNP","AGPHD1",0.00838324478423888,0.782096145313533
"429","PRNP","AGPS",0.0403999613625492,0.182388405768646
"430","PRNP","AGR2",-0.00295070563396094,0.922447539758207
"431","PRNP","AGR3",0.0371663130197734,0.219961462985028
"432","PRNP","AGRN",0.0756918525344771,0.0123897022836161
"433","PRNP","AGRP",-0.0416479765147526,0.169235574638095
"434","PRNP","AGSK1",0.0157570877074463,0.603135497691577
"435","PRNP","AGT",0.0107978499537879,0.721647628176818
"436","PRNP","AGTPBP1",-0.0405388111093905,0.18088870430457
"437","PRNP","AGTR1",-0.069174750037315,0.0223139837517893
"438","PRNP","AGTR2",NA,NA
"439","PRNP","AGTRAP",0.043904243987247,0.147279980183404
"440","PRNP","AGXT",0.0444445668790947,0.142360007426492
"441","PRNP","AGXT2",-0.0379659855635006,0.210190531712706
"442","PRNP","AGXT2L1",0.0428346560990384,0.15740062651697
"443","PRNP","AGXT2L2",0.101663276744605,0.000771467029878076
