"","gene1","gene2","correlation","pvalue","status"
"12186","PRNP","ERAP1",0.0129325647870413,0.146598646254,"Non-significant"
"12187","PRNP","DOK3",0.012931779605888,0.146623168441669,"Non-significant"
"12188","PRNP","HOOK3",0.0129301542873659,0.146673939136989,"Non-significant"
"12189","PRNP","CORO6",0.0129298779251092,0.146682573307684,"Non-significant"
"12190","PRNP","LINC01125",0.0129226225669077,0.146909385901718,"Non-significant"
"12191","PRNP","FAM174B",0.0129203404604783,0.14698078314017,"Non-significant"
"12192","PRNP","AP001347.6",0.0129197553677315,0.146999092433673,"Non-significant"
"12193","PRNP","NFKB2",0.0129168444433044,0.147090209844769,"Non-significant"
"12194","PRNP","HUNK",0.0129090600314957,0.147334088718369,"Non-significant"
"12195","PRNP","AC139100.3",0.0129087177532039,0.147344819090239,"Non-significant"
"12196","PRNP","AFF1",0.0129082853465864,0.147358375825282,"Non-significant"
"12197","PRNP","OCRL",0.0128986582176566,0.147660450821959,"Non-significant"
"12198","PRNP","ZBTB11",0.0128948858496818,0.147778947159715,"Non-significant"
"12199","PRNP","GPM6A",0.0128830644611886,0.1481507472065,"Non-significant"
"12200","PRNP","ZDHHC23",0.0128690008439516,0.148593998805996,"Non-significant"
"12201","PRNP","AC004158.3",0.0128605470992016,0.148860927489688,"Non-significant"
"12202","PRNP","CCDC150",0.0128413730989026,0.149467706830111,"Non-significant"
"12203","PRNP","OTUD5",0.0128411384722436,0.149475143481779,"Non-significant"
"12204","PRNP","EIF2S3",0.0128362613000865,0.149629792705269,"Non-significant"
"12205","PRNP","MICU1",0.0128353291328225,0.149659364489478,"Non-significant"
"12206","PRNP","PDXDC1",0.0128300862481889,0.149825771190742,"Non-significant"
"12207","PRNP","RP11-678G14.2",0.0128296211454296,0.149840540146705,"Non-significant"
"12208","PRNP","C4BPA",0.0128255698311,0.149969233269288,"Non-significant"
"12209","PRNP","C1orf56",0.0128233389304927,0.150040135526459,"Non-significant"
"12210","PRNP","CD8A",0.0128154543614763,0.150290926933553,"Non-significant"
"12211","PRNP","UNC5B",0.0128109593765769,0.150434045833886,"Non-significant"
"12212","PRNP","KIAA1429",0.0128066881136532,0.150570137743363,"Non-significant"
"12213","PRNP","ADAM11",0.0128005335651843,0.150766400312972,"Non-significant"
"12214","PRNP","ADORA2A-AS1",0.012796488330661,0.150895505056424,"Non-significant"
"12215","PRNP","DND1",0.0127912867541851,0.151061638551482,"Non-significant"
"12216","PRNP","CKM",0.0127886318797313,0.151146486461269,"Non-significant"
"12217","PRNP","ATRNL1",0.0127846672026609,0.151273262325029,"Non-significant"
"12218","PRNP","ADGRL3",0.0127810908001584,0.151387692065889,"Non-significant"
"12219","PRNP","STXBP2",0.0127806492731378,0.151401823632572,"Non-significant"
"12220","PRNP","SDS",0.0127696454484154,0.151754338009096,"Non-significant"
"12221","PRNP","C1orf159",0.0127655393715196,0.151886038735682,"Non-significant"
"12222","PRNP","RRN3",0.0127643754891271,0.151923385609029,"Non-significant"
"12223","PRNP","RP11-474G23.3",0.0127631993423656,0.151961133125643,"Non-significant"
"12224","PRNP","DDIT3",0.0127527918652035,0.152295464217046,"Non-significant"
"12225","PRNP","NECAP1",0.0127512057190535,0.152346466897605,"Non-significant"
"12226","PRNP","ACOT11",0.0127492610477463,0.152409015726142,"Non-significant"
